Id,Name,Country,Employees,Ownership,Revenue,Industry
16866,Schwartz and Sons,Hongkong,3738,Public,,Healthcare
16867,Ballard-Moore,Thailand,2114,Public,19501471,Financials
16868,"Butler, Mason and Green",Thailand,,Private,863551,Construction
16869,Clark Group,Thailand,,Public,812170,Education
16870,Brennan-Pena,Hongkong,6180,Public,,Financials
16871,"Gordon, Cameron and Johnson",Malaysia,4422,Public,19011125,Oil & Gas
16872,"Stewart, Day and Roberson",Malaysia,,Private,618662,Financials
16873,Shelton-Bennett,Singapore,2678,Public,,Education
16874,Smith LLC,Hongkong,409,Private,880587,Construction
16875,Torres Inc,Malaysia,9646,Public,36178443,Oil & Gas
16876,Nelson Group,Thailand,,Private,485271,Education
16877,Johnson-Howard,Hongkong,4473,Public,66977410,Financials
16878,"Sanchez, Walters and Garcia",Malaysia,3471,Public,24384317,Information Technology
16879,Castillo-Lee,Thailand,5428,Public,,Oil & Gas
16880,Bryant-Arroyo,Singapore,,Private,152547,Construction
16881,"Price, Allison and Johnson",Singapore,3292,Private,,Construction
16882,Williams and Sons,Malaysia,9986,Public,,Healthcare
16883,Hoffman-Buchanan,Singapore,593,Public,,Healthcare
16884,"Webb, Reeves and Daniels",Hongkong,264,Private,790240,Healthcare
16885,Diaz-Jones,Singapore,4904,Public,,Healthcare
16886,Perez-Chang,Malaysia,4612,Private,,Information Technology
16887,Young-Schaefer,Thailand,205,Private,179457,Healthcare
16888,"White, Clark and Hernandez",Hongkong,1400,Public,49988848,Construction
16889,Knapp Inc,Hongkong,3914,Public,36448547,Healthcare
16890,Mcclure-Olson,Hongkong,8001,Public,,Information Technology
16891,Campbell-Reed,Hongkong,303,Private,904049,Healthcare
16892,"Small, Clay and Hayes",Malaysia,259,Private,555709,Oil & Gas
16893,Harmon LLC,Malaysia,128,Private,611636,Oil & Gas
16894,Mcfarland LLC,Hongkong,,Public,217735,Financials
16895,Pennington-Spencer,Singapore,4529,Private,,Healthcare
16896,Vasquez Group,Singapore,7867,Public,80841853,Financials
16897,"Owens, Franklin and Montgomery",Hongkong,4872,Public,58113401,Education
16898,Hill LLC,Malaysia,91,Private,842113,Education
16899,"Brown, Lee and Sanchez",Singapore,5898,Public,42915548,Oil & Gas
16900,"Smith, Hanson and Sullivan",Singapore,8450,Public,26517967,Healthcare
16901,Castillo-Lee,Hongkong,1273,Public,81338836,Healthcare
16902,"Snyder, Compton and Mathis",Hongkong,318,Private,802187,Oil & Gas
16903,"Bell, Thomas and Willis",Singapore,448,Private,776669,Healthcare
16904,"Delacruz, Barber and Snow",Thailand,6931,Public,,Education
16905,"Navarro, Booth and Thompson",Malaysia,436,Private,378272,Healthcare
16906,"Pratt, Johns and Golden",Singapore,137,Private,983092,Education
16907,Webster LLC,Malaysia,434,Private,163586,Financials
16908,White-Fuller,Malaysia,,Private,367818,Healthcare
16909,Fox-Bell,Malaysia,4430,Public,14247880,Oil & Gas
16910,Martin-Cook,Hongkong,8993,Public,38961558,Financials
16911,Flores Group,Thailand,2925,Public,99097331,Oil & Gas
16912,Willis-Willis,Thailand,6898,Public,,Construction
16913,Holt PLC,Thailand,616,Public,,Information Technology
16914,Brooks-Taylor,Hongkong,9953,Public,29563764,Healthcare
16915,Miller-Thompson,Hongkong,,Private,630398,Healthcare
16916,"Solis, Barker and Carter",Singapore,7481,Private,,Financials
16917,Herrera and Sons,Hongkong,1637,Public,,Financials
16918,Richardson LLC,Singapore,6465,Public,88994116,Education
16919,Ray-Smith,Hongkong,,Private,238167,Information Technology
16920,Smith-Parks,Hongkong,,Private,999063,Healthcare
16921,Henderson-Lee,Hongkong,,Public,589370,Construction
16922,Thomas Ltd,Singapore,491,Private,537149,Construction
16923,Jenkins Group,Hongkong,1720,Public,37968219,Oil & Gas
16924,"Davis, Davis and Burgess",Malaysia,,Public,583314,Information Technology
16925,"Smith, Hanson and Shaw",Thailand,2592,Public,24238340,Education
16926,Rodriguez-Farmer,Malaysia,3663,Public,,Healthcare
16927,Ballard and Sons,Thailand,,Public,896397,Information Technology
16928,"Johnson, Lambert and Wolfe",Hongkong,348,Private,362077,Construction
16929,Thomas PLC,Malaysia,153,Private,129335,Information Technology
16930,Gray-Johnson,Hongkong,63,Private,234150,Information Technology
16931,Anderson Ltd,Hongkong,143,Private,236023,Construction
16932,Brown LLC,Hongkong,464,Private,182083,Oil & Gas
16933,Andersen Inc,Singapore,,Private,898019,Financials
16934,Carr LLC,Malaysia,,Private,511323,Construction
16935,Miles-Smith,Hongkong,,Public,445031,Healthcare
16936,Snow-Turner,Malaysia,273,Private,770005,Information Technology
16937,Davis-Bailey,Hongkong,9838,Public,,Information Technology
16938,Harding-Johnson,Singapore,2967,Public,73169028,Education
16939,"Cantu, Jones and Cook",Malaysia,4315,Public,36680200,Education
16940,"Villa, King and Barron",Thailand,,Private,317866,Oil & Gas
16941,"Miller, Hatfield and Brown",Malaysia,247,Private,145101,Education
16942,Mcdonald-Blair,Hongkong,,Private,431687,Information Technology
16943,Duarte-Russo,Hongkong,474,Private,564403,Healthcare
16944,Jenkins Ltd,Malaysia,5892,Private,,Healthcare
16945,Davis Group,Singapore,244,Private,784912,Oil & Gas
16946,"Richardson, Gaines and Wolfe",Hongkong,469,Public,,Healthcare
16947,Hernandez-Monroe,Thailand,,Private,755220,Information Technology
16948,"Moon, Watson and Ramos",Malaysia,8240,Public,,Construction
16949,Little-Lewis,Malaysia,262,Private,654085,Construction
16950,"Johnson, Bryant and Anderson",Singapore,,Private,295364,Financials
16951,Smith-Smith,Thailand,,Public,880937,Education
16952,"Palmer, Jones and Burton",Malaysia,,Private,347866,Information Technology
16953,"Price, Ortega and Mcconnell",Hongkong,,Public,435181,Construction
16954,"Simpson, Dunlap and Green",Malaysia,476,Private,270995,Information Technology
16955,"Miller, Winters and Morgan",Hongkong,167,Private,427833,Construction
16956,Vasquez Group,Hongkong,198,Private,885183,Healthcare
16957,Porter Group,Thailand,6133,Private,,Education
16958,Kelly-Webb,Hongkong,,Public,969665,Oil & Gas
16959,Oneill Inc,Singapore,5040,Public,15896571,Information Technology
16960,Sampson-Reid,Singapore,,Public,129592,Information Technology
16961,Humphrey-Williams,Hongkong,198,Private,,Information Technology
16962,Cannon Group,Hongkong,7848,Public,61751274,Healthcare
16963,Webster-Franco,Malaysia,,Private,875634,Education
16964,"Dyer, Murray and Rodriguez",Singapore,97,Private,805776,Oil & Gas
16965,Miller and Sons,Thailand,3515,Public,17471461,Information Technology
16966,Mcdaniel-Simpson,Singapore,,Private,674128,Education
16967,"Richardson, Richards and Smith",Singapore,2095,Public,,Construction
16968,"Johnson, Davis and Lee",Singapore,5593,Public,52270359,Financials
16969,Parker LLC,Thailand,,Public,197900,Oil & Gas
16970,Reed Ltd,Hongkong,9974,Public,,Healthcare
16971,Miller Inc,Hongkong,204,Private,352061,Healthcare
16972,"Phillips, Harrell and Richard",Thailand,7407,Private,,Oil & Gas
16973,Nelson-Blackwell,Thailand,219,Private,214771,Oil & Gas
16974,Morse-Meyer,Thailand,3142,Public,,Education
16975,"Foster, Vargas and Martinez",Singapore,364,Private,887147,Healthcare
16976,Smith-Mccarty,Malaysia,1390,Private,,Construction
16977,"Ortega, Martinez and Davidson",Malaysia,8646,Public,,Information Technology
16978,Dudley-Smith,Thailand,,Public,100237,Financials
16979,"Campos, Gates and Keith",Singapore,,Public,691290,Construction
16980,Bolton Ltd,Singapore,7914,Public,,Oil & Gas
16981,Durham LLC,Singapore,5921,Private,,Construction
16982,Williams-Anderson,Malaysia,3412,Public,,Financials
16983,Patel LLC,Hongkong,,Private,736623,Construction
16984,Perkins-Hughes,Singapore,,Private,396563,Information Technology
16985,Simpson and Sons,Malaysia,270,Private,753621,Healthcare
16986,"Kelley, Ho and Tapia",Hongkong,6964,Public,80514783,Oil & Gas
16987,"Smith, Schmitt and Ortega",Hongkong,,Public,605604,Information Technology
16988,Hammond-Hampton,Malaysia,403,Private,464676,Construction
16989,"Schroeder, Turner and Barr",Hongkong,274,Private,,Healthcare
16990,"Diaz, Parker and Marshall",Singapore,,Private,537354,Healthcare
16991,"Kim, French and Fox",Singapore,,Private,456243,Construction
16992,Morgan LLC,Hongkong,,Private,417932,Construction
16993,Vargas-Avila,Singapore,,Public,478387,Information Technology
16994,"Mason, Johnson and Ellis",Hongkong,373,Private,411184,Information Technology
16995,"Levine, Smith and Murray",Thailand,2144,Public,56703060,Education
16996,"Miller, Schneider and King",Hongkong,276,Private,666150,Construction
16997,Green Ltd,Singapore,,Public,976875,Education
16998,Arnold-Freeman,Malaysia,5893,Public,,Financials
16999,Hall-Kim,Thailand,1762,Public,37808832,Healthcare
17000,Oliver-Rowe,Singapore,2525,Public,,Healthcare
17001,Jones Inc,Singapore,3026,Public,70641550,Healthcare
17002,Herman Group,Malaysia,9283,Public,,Construction
17003,"Coleman, Wagner and Jordan",Thailand,312,Private,138393,Information Technology
17004,"Miller, Newman and Wood",Thailand,9869,Public,48501792,Construction
17005,"James, Reeves and Flynn",Malaysia,,Public,743488,Healthcare
17006,Brown Ltd,Thailand,6518,Public,,Construction
17007,Flores-Mills,Thailand,4644,Public,51767648,Oil & Gas
17008,"Richards, Valenzuela and Price",Singapore,2317,Public,,Construction
17009,Short-Shah,Thailand,247,Private,244232,Information Technology
17010,"Huffman, Hickman and Casey",Malaysia,2460,Public,,Information Technology
17011,Howard-Martin,Malaysia,,Private,817811,Education
17012,"Baird, Mitchell and Moore",Hongkong,,Public,477503,Information Technology
17013,Edwards-Shepherd,Malaysia,2406,Public,95426045,Financials
17014,"Johnson, Phillips and Bradley",Singapore,8194,Public,,Information Technology
17015,Gutierrez-Lewis,Hongkong,216,Private,484480,Oil & Gas
17016,Christensen Inc,Thailand,482,Private,233192,Information Technology
17017,Smith-Daniels,Malaysia,,Public,238408,Education
17018,"Stout, Snow and Anderson",Thailand,8556,Public,36655479,Financials
17019,Stevens PLC,Singapore,1509,Public,67832916,Construction
17020,Valdez Ltd,Thailand,381,Private,235177,Financials
17021,Douglas-Santos,Singapore,,Public,790214,Information Technology
17022,Daniels Inc,Singapore,,Public,453661,Information Technology
17023,Smith Inc,Thailand,5604,Public,94786447,Education
17024,Leonard-King,Singapore,7421,Public,92534767,Construction
17025,"Ramirez, Aguirre and Arias",Thailand,262,Private,542005,Information Technology
17026,Rodriguez PLC,Hongkong,9310,Private,,Financials
17027,"Lyons, Torres and Nicholson",Thailand,3670,Private,,Financials
17028,Banks Ltd,Hongkong,84,Private,476608,Healthcare
17029,Alvarado-Fuentes,Singapore,,Public,764226,Information Technology
17030,"Fletcher, Salinas and Crane",Hongkong,8548,Public,76065310,Healthcare
17031,"Underwood, Wright and Miranda",Malaysia,450,Private,365800,Education
17032,Ray and Sons,Hongkong,6883,Public,64703776,Information Technology
17033,Lewis Group,Thailand,1611,Public,56978933,Oil & Gas
17034,Simmons Group,Thailand,7176,Public,27563705,Financials
17035,Carroll-Mahoney,Hongkong,,Private,894214,Construction
17036,"Mercer, Harris and Werner",Malaysia,9921,Private,,Construction
17037,Ross-King,Malaysia,7531,Public,90820206,Oil & Gas
17038,"Anderson, Ross and Gonzales",Hongkong,,Public,571825,Healthcare
17039,"Mcguire, Romero and Mills",Thailand,1061,Public,27282520,Construction
17040,Rowland LLC,Singapore,2134,Public,,Construction
17041,"Dominguez, Davis and Collins",Thailand,,Public,736041,Oil & Gas
17042,Powell-Page,Singapore,6974,Public,12225996,Construction
17043,Perez-Ruiz,Thailand,,Private,693348,Oil & Gas
17044,"Boyer, Simmons and Sexton",Singapore,,Private,234038,Oil & Gas
17045,Carpenter and Sons,Malaysia,2650,Public,,Information Technology
17046,"Sanchez, Graham and Ramirez",Singapore,,Private,518353,Financials
17047,"Gonzales, Bates and Coleman",Hongkong,65,Private,386914,Financials
17048,"Middleton, Young and Lopez",Malaysia,9932,Public,,Education
17049,Herring PLC,Thailand,,Private,171412,Financials
17050,"Brown, Grant and Simon",Singapore,416,Private,820780,Construction
17051,"Rose, Schneider and Roman",Hongkong,6314,Private,,Construction
17052,May-Murphy,Hongkong,,Private,191353,Education
17053,"Bernard, Escobar and Evans",Hongkong,370,Private,630653,Information Technology
17054,Smith and Sons,Singapore,,Public,315890,Information Technology
17055,"Allen, Kelly and Goodwin",Singapore,130,Private,273140,Education
17056,"Johnson, Manning and Lamb",Malaysia,3723,Public,66714335,Information Technology
17057,"Brown, Hurst and Lee",Hongkong,230,Private,812111,Construction
17058,"Martinez, Ramirez and Martin",Malaysia,,Public,233021,Information Technology
17059,Pham-Sullivan,Thailand,5574,Public,47865740,Construction
17060,"Foster, Perry and Reynolds",Hongkong,360,Private,753584,Financials
17061,Welch-Thomas,Thailand,306,Private,601149,Financials
17062,"Spencer, Smith and Johnson",Hongkong,5941,Public,56102915,Oil & Gas
17063,"George, Ortiz and Martinez",Singapore,6719,Public,85772898,Education
17064,Tucker Group,Hongkong,1457,Public,85257470,Healthcare
17065,Monroe-Greer,Thailand,1792,Public,50668660,Education
17066,Hardin PLC,Hongkong,69,Private,502252,Financials
17067,"Cox, Neal and Wiggins",Thailand,9283,Public,,Financials
17068,Obrien-Thompson,Singapore,,Public,981180,Education
17069,Welch-Benson,Thailand,6054,Public,,Healthcare
17070,Chandler-Martin,Malaysia,172,Private,353748,Education
17071,Anderson Group,Malaysia,8045,Private,,Oil & Gas
17072,Peters Inc,Thailand,8514,Public,16399009,Information Technology
17073,Taylor Group,Singapore,7465,Public,31089236,Oil & Gas
17074,Mason-Ford,Malaysia,1679,Private,,Financials
17075,"Graham, Reed and Valencia",Hongkong,,Private,847013,Healthcare
17076,Matthews Group,Singapore,5357,Private,,Oil & Gas
17077,"Walker, Ramirez and Hill",Singapore,1563,Public,,Financials
17078,"Neal, Johnson and Aguilar",Thailand,5416,Public,63307061,Healthcare
17079,"Washington, Blackwell and Newman",Singapore,,Private,934559,Oil & Gas
17080,Davis-Lyons,Thailand,,Private,324857,Oil & Gas
17081,Klein-Jones,Hongkong,4236,Public,75902179,Financials
17082,Simmons and Sons,Thailand,6928,Public,,Construction
17083,Stephens Ltd,Thailand,,Private,798848,Oil & Gas
17084,Cabrera-Allen,Singapore,2174,Public,90762490,Healthcare
17085,Hodges-Gillespie,Thailand,358,Private,883556,Financials
17086,Rodriguez-Miller,Malaysia,4048,Public,68104017,Healthcare
17087,Hess-Schmitt,Singapore,9575,Public,92334413,Oil & Gas
17088,Lewis-Farley,Hongkong,,Private,731248,Financials
17089,West Ltd,Thailand,5081,Public,20139583,Oil & Gas
17090,"Johnson, Singleton and Ferguson",Malaysia,,Public,101958,Information Technology
17091,Richardson LLC,Hongkong,,Public,580231,Education
17092,Gomez-Smith,Singapore,,Private,206738,Construction
17093,"Morgan, Ponce and Smith",Malaysia,1996,Private,,Oil & Gas
17094,"Ramos, Simpson and Dalton",Singapore,3691,Private,,Financials
17095,Parker-Mendez,Malaysia,2958,Public,,Information Technology
17096,"Gomez, Doyle and Cox",Singapore,,Private,710265,Healthcare
17097,Bender LLC,Thailand,,Public,109702,Education
17098,"Walters, Davis and Dillon",Thailand,8826,Public,,Oil & Gas
17099,"Taylor, Larson and Freeman",Hongkong,8699,Public,85231236,Oil & Gas
17100,"Yu, Owens and Stephens",Malaysia,4142,Private,,Healthcare
17101,"Cox, Chavez and Le",Thailand,141,Private,316014,Information Technology
17102,Cooley LLC,Singapore,4625,Public,,Construction
17103,"Simpson, Carter and Trujillo",Singapore,,Public,903421,Oil & Gas
17104,Fisher PLC,Thailand,2923,Public,,Construction
17105,Wilson-Ramirez,Malaysia,,Private,375717,Healthcare
17106,Hall PLC,Malaysia,,Public,347860,Financials
17107,"Rodriguez, Reeves and Schmidt",Malaysia,9712,Public,84257583,Oil & Gas
17108,Lee-Lee,Singapore,2579,Private,,Oil & Gas
17109,Dawson-Day,Thailand,,Public,329569,Financials
17110,Washington Ltd,Malaysia,197,Private,232373,Information Technology
17111,Proctor-Mills,Hongkong,7334,Private,,Information Technology
17112,Joyce-Nichols,Thailand,,Private,192160,Information Technology
17113,Rodriguez LLC,Malaysia,298,Private,623210,Information Technology
17114,Burch-Nelson,Thailand,421,Public,,Healthcare
17115,Flores PLC,Singapore,320,Private,639426,Education
17116,Ramirez-Spencer,Singapore,,Public,262076,Information Technology
17117,"Jenkins, Richardson and Morrison",Singapore,8279,Public,84258634,Information Technology
17118,Lopez-May,Singapore,341,Private,791022,Information Technology
17119,Rasmussen and Sons,Singapore,,Private,806596,Financials
17120,Wilson-Bentley,Singapore,71,Private,176263,Healthcare
17121,"Schroeder, Whitney and Adams",Thailand,8078,Private,,Healthcare
17122,"Little, Cook and Stone",Hongkong,4754,Public,51755003,Financials
17123,Montgomery-Schultz,Singapore,1931,Public,65692126,Healthcare
17124,"Conner, Wood and Wilson",Malaysia,368,Private,560668,Financials
17125,"Villarreal, Estrada and Sullivan",Malaysia,4419,Private,,Education
17126,"Charles, Wilson and Mccarthy",Thailand,81,Private,855100,Healthcare
17127,Miller-Lindsey,Thailand,,Public,840390,Education
17128,"Coleman, Fuentes and Mccullough",Hongkong,411,Private,680966,Healthcare
17129,Foster-Silva,Singapore,4363,Public,98504280,Healthcare
17130,Hunt PLC,Malaysia,,Public,316216,Construction
17131,Matthews-Fisher,Singapore,4069,Public,73321572,Financials
17132,"Smith, Lindsey and Hamilton",Singapore,9254,Public,,Healthcare
17133,"Banks, Farrell and Morales",Singapore,,Public,954138,Financials
17134,Robinson PLC,Malaysia,,Private,995770,Construction
17135,Smith-Sutton,Hongkong,,Private,553620,Information Technology
17136,Henry-Cline,Thailand,6055,Public,35479746,Healthcare
17137,Gray-Martinez,Singapore,6692,Public,,Construction
17138,"Anderson, Mcdaniel and Walters",Malaysia,,Private,799884,Education
17139,Myers-Morris,Hongkong,208,Private,521300,Healthcare
17140,Lewis-Sanders,Hongkong,2883,Public,81134276,Financials
17141,"Ramos, Fowler and Davis",Hongkong,423,Private,413056,Construction
17142,Hamilton PLC,Singapore,142,Private,577939,Oil & Gas
17143,"May, Torres and Ruiz",Malaysia,5723,Public,18740946,Construction
17144,"Stewart, Boyd and Erickson",Singapore,2874,Private,,Financials
17145,"Goodman, Waters and Wallace",Malaysia,7817,Private,,Construction
17146,Sanchez-Price,Malaysia,430,Private,358002,Information Technology
17147,Clark-Hall,Malaysia,,Public,388415,Oil & Gas
17148,"Whitaker, Greene and Anderson",Hongkong,,Private,404850,Financials
17149,Mendoza PLC,Singapore,188,Private,442689,Healthcare
17150,"Vazquez, Trevino and Roberts",Singapore,99,Private,721575,Construction
17151,"Pierce, Ruiz and Moon",Malaysia,6725,Private,,Healthcare
17152,Scott-Brock,Malaysia,493,Private,667860,Healthcare
17153,Adams and Sons,Thailand,6269,Private,,Oil & Gas
17154,Gomez Group,Thailand,119,Private,493560,Information Technology
17155,"Daniels, Wu and Castillo",Malaysia,,Public,791058,Healthcare
17156,Webb PLC,Hongkong,,Public,415041,Financials
17157,Conway-Garcia,Singapore,1403,Public,28025623,Education
17158,Jones Group,Hongkong,,Private,925230,Oil & Gas
17159,Sloan PLC,Singapore,,Private,347924,Oil & Gas
17160,"Cantrell, Schneider and Church",Hongkong,8675,Public,18925145,Construction
17161,Lambert-Ewing,Singapore,4186,Private,,Construction
17162,Fitzgerald Ltd,Malaysia,7704,Private,,Financials
17163,"Conway, Calderon and Johnson",Malaysia,4824,Public,,Financials
17164,"Kim, Dean and Campbell",Hongkong,,Public,356912,Information Technology
17165,Howard and Sons,Singapore,94,Private,759138,Education
17166,Tanner-Jones,Singapore,214,Private,865331,Information Technology
17167,Saunders and Sons,Thailand,1623,Private,,Education
17168,Kim-Matthews,Thailand,1603,Private,,Financials
17169,Long PLC,Singapore,397,Private,860674,Oil & Gas
17170,Rosario Ltd,Thailand,,Private,154679,Construction
17171,Watts Group,Malaysia,,Private,552719,Oil & Gas
17172,White-Reed,Malaysia,5790,Public,56287990,Construction
17173,Gomez-Garcia,Hongkong,,Public,603189,Education
17174,"Klein, Watkins and Baker",Hongkong,1569,Private,,Education
17175,"Phillips, Ward and Castaneda",Hongkong,7006,Public,,Construction
17176,"Leon, Lyons and Smith",Thailand,1524,Private,,Oil & Gas
17177,Coleman PLC,Thailand,331,Private,965471,Healthcare
17178,Montes PLC,Malaysia,,Public,451913,Financials
17179,Burgess-Brock,Malaysia,1570,Public,25020614,Information Technology
17180,Shaw LLC,Singapore,4456,Public,45448831,Construction
17181,Collins-Mclean,Singapore,391,Private,780680,Oil & Gas
17182,Taylor Ltd,Malaysia,3747,Public,99731966,Oil & Gas
17183,Baker-Mccarthy,Hongkong,436,Private,306055,Healthcare
17184,Garcia Ltd,Malaysia,2568,Public,99167174,Oil & Gas
17185,Haynes-Johnson,Thailand,3748,Private,,Information Technology
17186,Riley Inc,Singapore,2659,Public,15297361,Education
17187,"Goodwin, Campbell and Foster",Singapore,5025,Public,36855108,Information Technology
17188,"Salazar, Johnson and Woods",Singapore,1812,Public,25902367,Healthcare
17189,Pham-Davis,Singapore,1482,Private,,Education
17190,Payne LLC,Singapore,9974,Private,,Construction
17191,Savage LLC,Malaysia,2057,Private,,Financials
17192,"Johnson, Smith and Robinson",Thailand,4757,Public,10070923,Oil & Gas
17193,Roberts Inc,Thailand,8438,Public,,Information Technology
17194,Robinson-Flores,Singapore,3277,Public,86795169,Financials
17195,"Clark, Harris and Castro",Hongkong,160,Private,150254,Oil & Gas
17196,Schroeder-Dunn,Malaysia,,Private,969832,Healthcare
17197,Moore-Campbell,Thailand,270,Private,715092,Financials
17198,Fuentes and Sons,Hongkong,5920,Public,71099386,Construction
17199,Jones PLC,Singapore,6274,Public,,Information Technology
17200,Pratt Inc,Singapore,2383,Public,26412910,Construction
17201,"Reynolds, Kelly and Brown",Thailand,209,Private,314986,Education
17202,Turner PLC,Thailand,209,Private,746089,Construction
17203,"Estes, Gibson and Williams",Malaysia,3099,Public,91219158,Education
17204,Dominguez Group,Thailand,302,Private,287945,Oil & Gas
17205,Bowman-White,Thailand,,Private,797919,Construction
17206,Larson and Sons,Thailand,3176,Public,,Healthcare
17207,Thompson Ltd,Hongkong,388,Private,703397,Oil & Gas
17208,"Miranda, Woods and Martin",Malaysia,1060,Private,,Oil & Gas
17209,Mayer-Day,Malaysia,423,Private,765378,Healthcare
17210,Young Group,Singapore,3569,Public,29819771,Oil & Gas
17211,Owens-Kramer,Malaysia,6591,Public,22885014,Construction
17212,Smith and Sons,Malaysia,434,Private,321411,Education
17213,Lawrence PLC,Thailand,5584,Private,,Healthcare
17214,Williams and Sons,Hongkong,2932,Private,,Oil & Gas
17215,Perez-Williams,Thailand,5675,Public,,Information Technology
17216,"Hale, Watson and Sharp",Hongkong,2768,Public,32532359,Information Technology
17217,Mueller Group,Malaysia,7096,Private,,Healthcare
17218,Lopez-Foley,Thailand,2957,Private,,Construction
17219,"Martinez, Bowen and Raymond",Hongkong,,Public,210373,Financials
17220,"Knight, Buckley and Barker",Hongkong,2140,Private,,Information Technology
17221,Silva-Lewis,Singapore,,Public,784576,Oil & Gas
17222,"Walker, Wallace and Moore",Hongkong,228,Private,691118,Information Technology
17223,Lee Inc,Malaysia,78,Private,701165,Construction
17224,King Group,Thailand,,Private,599294,Information Technology
17225,"Flowers, Henry and Vaughn",Hongkong,,Private,166178,Financials
17226,Stewart Inc,Singapore,323,Private,289204,Healthcare
17227,"Hernandez, Watson and Ramirez",Malaysia,5088,Private,,Financials
17228,"Koch, Johnson and Parker",Thailand,4756,Private,,Construction
17229,Frey-Fox,Singapore,,Private,171373,Construction
17230,Pugh Inc,Singapore,9020,Private,,Information Technology
17231,King-Shah,Malaysia,182,Private,235522,Construction
17232,Cox Group,Hongkong,1670,Public,69196515,Construction
17233,Wright LLC,Hongkong,3103,Public,,Information Technology
17234,Young PLC,Singapore,167,Private,911557,Oil & Gas
17235,"Wiley, Sims and Johnson",Thailand,7444,Public,42305937,Oil & Gas
17236,"Miller, Johnston and Bennett",Malaysia,192,Private,990747,Construction
17237,"Gomez, Stephenson and Day",Malaysia,,Private,813069,Oil & Gas
17238,"Lee, Parks and Bright",Hongkong,,Public,444213,Healthcare
17239,Schwartz PLC,Malaysia,2670,Public,72537390,Financials
17240,Nelson Inc,Malaysia,9063,Public,88867298,Healthcare
17241,Gomez and Sons,Thailand,223,Private,344505,Healthcare
17242,Massey-Kramer,Thailand,,Private,784052,Construction
17243,Cruz-Smith,Singapore,1640,Public,,Construction
17244,Miller-Hudson,Hongkong,,Private,862291,Healthcare
17245,Coleman-Reed,Hongkong,6079,Private,,Education
17246,Kelley PLC,Malaysia,,Public,353464,Oil & Gas
17247,"Villa, Clayton and Mendez",Hongkong,6439,Public,47643872,Information Technology
17248,Taylor-Sanders,Malaysia,209,Private,509728,Information Technology
17249,Brandt-Hoffman,Hongkong,403,Private,308797,Oil & Gas
17250,"Bishop, Scott and Murphy",Hongkong,,Public,171137,Construction
17251,"Gonzalez, Romero and Bailey",Thailand,9921,Public,,Healthcare
17252,Beard Group,Hongkong,,Public,827514,Oil & Gas
17253,Hoffman-Mullen,Singapore,5941,Public,,Financials
17254,"Davis, Weber and Howard",Malaysia,,Private,800110,Healthcare
17255,Ross-Lewis,Thailand,4968,Public,63096568,Construction
17256,Anderson Ltd,Thailand,7652,Public,81080688,Education
17257,"Vaughn, Manning and Mullins",Thailand,4655,Public,35794550,Healthcare
17258,"Bush, Nichols and Trevino",Singapore,4791,Public,54750440,Construction
17259,Jimenez-Horn,Hongkong,72,Private,472265,Financials
17260,"Henderson, Moreno and Harrison",Malaysia,2009,Public,19910344,Information Technology
17261,"Wilson, Parks and Beasley",Thailand,9607,Public,31391672,Information Technology
17262,Morgan and Sons,Hongkong,8846,Private,,Construction
17263,Burns-Kirby,Malaysia,116,Private,918417,Financials
17264,Paul Ltd,Thailand,261,Private,960494,Information Technology
17265,Hawkins PLC,Hongkong,496,Private,151683,Construction
17266,"Flores, Fisher and Allen",Thailand,8700,Public,,Construction
17267,Blair-Blackwell,Malaysia,,Private,968181,Education
17268,"Boyer, Harris and Gordon",Malaysia,,Public,986628,Healthcare
17269,Bradley Inc,Hongkong,1150,Public,81329124,Information Technology
17270,Chambers Group,Thailand,8037,Private,,Construction
17271,Thompson-Anderson,Singapore,,Private,106944,Education
17272,Hooper and Sons,Thailand,8802,Public,,Financials
17273,"Rivera, Brewer and Hughes",Thailand,2238,Public,97149798,Financials
17274,Lucero-Price,Singapore,2193,Public,16323902,Financials
17275,Greer Ltd,Thailand,,Public,754864,Education
17276,Bishop Inc,Hongkong,,Public,911523,Construction
17277,Lester-Alvarado,Thailand,8283,Private,,Healthcare
17278,Campbell-Brown,Thailand,,Public,390097,Oil & Gas
17279,Lopez-Lang,Hongkong,,Private,310274,Healthcare
17280,"Mendez, Miranda and Smith",Singapore,,Private,399969,Education
17281,"Aguilar, Montoya and Miller",Thailand,303,Private,610243,Healthcare
17282,Adams PLC,Thailand,,Public,816922,Oil & Gas
17283,Smith-Montgomery,Thailand,3890,Public,28396359,Financials
17284,Johnson Group,Thailand,6039,Public,17672336,Healthcare
17285,"Lopez, Larson and Morgan",Malaysia,,Public,526929,Healthcare
17286,Moss-Hill,Thailand,4579,Public,32974171,Education
17287,Thomas LLC,Hongkong,,Private,552125,Construction
17288,Mcdaniel Group,Singapore,2727,Public,,Education
17289,Sutton Group,Singapore,1031,Private,,Education
17290,Vaughn Inc,Malaysia,737,Private,,Financials
17291,Sanchez LLC,Malaysia,,Public,424716,Construction
17292,"Jensen, Rodriguez and Casey",Hongkong,427,Private,329011,Financials
17293,Chung Ltd,Singapore,,Public,982405,Oil & Gas
17294,"Ortiz, Alexander and Miller",Hongkong,8139,Public,15683098,Information Technology
17295,"Brock, Martin and Hanna",Singapore,4230,Public,52269906,Education
17296,Campbell-Villarreal,Thailand,9616,Public,,Information Technology
